order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,Item,Supplier,Order made On,Order received On,Lead Time,Quantity,Cost/unit,Review,Liked
275,04/02/2023,Vadapav,Fastfood,20,15,300,Online,Mr.,Night,Chillies,Munni Mirchi,04/09/2012,04/16/2012,7,85437,27,The chefs were friendly and did a good job.,1
276,09/30/2022,Sugarcane juice,Beverages,25,6,150,Cash,Mr.,Midnight,Chillies,Mirch Masala,04/12/2012,04/17/2012,5,68214,25,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0
277,08/12/2022,Cold coffee,Beverages,40,13,520,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,04/06/2012,04/15/2012,9,58768,23,I liked the patio and the service was outstanding.,1
278,06/19/2022,Frankie,Fastfood,50,6,300,Online,Mrs.,Night,Chillies,Munni Mirchi,04/16/2012,04/22/2012,6,55351,24,The goat taco didn't skimp on the meat and wow what FLAVOR!,1
279,09/14/2022,Vadapav,Fastfood,20,15,300,Cash,Mrs.,Afternoon,Chillies,Mirch Masala,04/19/2012,04/22/2012,3,43653,23,I think not again,0
280,09/10/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Evening,Chillies,Chilly Chameli,04/13/2012,04/23/2012,10,"1,20,000",27,I had the mac salad and it was pretty bland so I will not be getting that again.,0
281,09/08/2022,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Afternoon,Chillies,Munni Mirchi,04/23/2012,04/30/2012,7,33651,23,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
282,05/16/2022,Vadapav,Fastfood,20,13,260,Cash,Mrs.,Morning,Chillies,Mirch Masala,04/26/2012,05/01/2012,5,56340,24,Service stinks here!,0
283,02/07/2022,Panipuri,Fastfood,20,2,40,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,04/20/2012,04/30/2012,10,62769,26,I waited and waited.,0
284,01/29/2023,Frankie,Fastfood,50,7,350,Cash,Mr.,Afternoon,Chillies,Munni Mirchi,04/30/2012,05/05/2012,5,56908,23,"This place is not quality sushi, it is not a quality restaurant.",0
285,06/28/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Night,Chillies,Mirch Masala,05/03/2012,05/08/2012,5,39157,27,I would definitely recommend the wings as well as the pizza.,1
286,12/14/2022,Vadapav,Fastfood,20,6,120,Cash,Mr.,Night,Chillies,Chilly Chameli,04/27/2012,05/08/2012,11,"1,03,054",23,Great Pizza and Salads!,1
287,06/08/2022,Aalopuri,Fastfood,20,3,60,Cash,Mr.,Morning,Chillies,Munni Mirchi,05/07/2012,05/15/2012,8,31943,27,Things that went wrong: - They burned the saganaki.,0
288,08/22/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Night,Chillies,Mirch Masala,05/10/2012,05/15/2012,5,31947,25,We waited an hour for what was a breakfast I could have done 100 times better at home.,0
289,11/28/2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Midnight,Chillies,Chilly Chameli,05/04/2012,05/15/2012,11,"1,18,955",27,This place is amazing!,1
290,03/05/2022,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Morning,Chillies,Munni Mirchi,05/14/2012,05/21/2012,7,47810,24,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0
291,01/27/2023,Frankie,Fastfood,50,8,400,Online,Mrs.,Night,Chillies,Mirch Masala,05/17/2012,05/22/2012,5,32693,24,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0
292,01/16/2023,Frankie,Fastfood,50,2,100,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,05/11/2012,05/21/2012,10,"1,15,455",25,Just don't know why they were so slow.,0
293,04/21/2022,Panipuri,Fastfood,20,8,160,Online,Mrs.,Morning,Chillies,Munni Mirchi,05/21/2012,05/27/2012,6,70220,25,"The staff is great, the food is delish, and they have an incredible beer selection.",1
294,09/23/2022,Aalopuri,Fastfood,20,1,20,Cash,Mrs.,Evening,Chillies,Mirch Masala,05/24/2012,05/27/2012,3,80194,23,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0
295,07/21/2022,Sandwich,Fastfood,60,7,420,Cash,Mr.,Midnight,Chillies,Chilly Chameli,05/18/2012,05/27/2012,9,39727,26,I didn't know pulled pork could be soooo delicious.,1
296,06/02/2023,Panipuri,Fastfood,20,7,140,Cash,Mrs.,Afternoon,Chillies,Munni Mirchi,05/28/2012,06/05/2012,8,94114,23,"You get incredibly fresh fish, prepared with care.",1
297,04/30/2022,Sandwich,Fastfood,60,10,600,Online,Mr.,Evening,Chillies,Mirch Masala,05/31/2012,06/04/2012,4,36232,25,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
298,07/19/2022,Sugarcane juice,Beverages,25,9,225,Cash,Mrs.,Afternoon,Chillies,Chilly Chameli,05/25/2012,06/04/2012,10,66545,25,I love the fact that everything on their menu is worth it.,1
299,07/22/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Evening,Chillies,Munni Mirchi,06/04/2012,06/09/2012,5,62158,23,Never again will I be dining at this place!,0
300,06/27/2022,Aalopuri,Fastfood,20,8,160,Cash,Mr.,Afternoon,Chillies,Mirch Masala,06/07/2012,06/10/2012,3,31499,26,The food was excellent and service was very good.,1
301,01/28/2023,Panipuri,Fastfood,20,7,140,Cash,Mr.,Night,Chillies,Chilly Chameli,06/01/2012,06/11/2012,10,"1,20,000",25,Good beer & drink selection and good food selection.,1
302,03/21/2023,Aalopuri,Fastfood,20,14,280,Cash,Mr.,Night,Chillies,Munni Mirchi,06/11/2012,06/19/2012,8,73021,24,Please stay away from the shrimp stir fried noodles.,0
303,02/07/2022,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Midnight,Chillies,Mirch Masala,06/14/2012,06/17/2012,3,"1,16,313",26,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0
304,05/28/2022,Vadapav,Fastfood,20,15,300,Online,Mr.,Morning,Chillies,Chilly Chameli,06/08/2012,06/20/2012,12,57316,24,Food was really boring.,0
305,05/03/2023,Panipuri,Fastfood,20,4,80,Cash,Mrs.,Morning,Chillies,Munni Mirchi,06/18/2012,06/25/2012,7,64873,26,Good Service-check!,1
306,03/03/2023,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,Chillies,Mirch Masala,06/21/2012,06/25/2012,4,58196,24,This greedy corporation will NEVER see another dime from me!,0
307,02/13/2023,Vadapav,Fastfood,20,8,160,Cash,Mr.,Evening,Chillies,Chilly Chameli,06/15/2012,06/26/2012,11,"1,20,000",24,"Will never, ever go back.",0
308,12/17/2022,Sandwich,Fastfood,60,13,780,Online,Mr.,Evening,Chillies,Munni Mirchi,06/25/2012,07/01/2012,6,"1,59,593",24,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0
309,10/14/2022,Sandwich,Fastfood,60,8,480,Online,Mr.,Evening,Chillies,Mirch Masala,06/28/2012,07/01/2012,3,"1,20,000",23,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1
310,04/25/2022,Vadapav,Fastfood,20,4,80,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,06/22/2012,07/01/2012,9,24355,24,I did not expect this to be so good!,1
311,07/31/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Morning,Chillies,Munni Mirchi,07/02/2012,07/10/2012,8,81496,24,Fantastic food!,1
312,12/28/2022,Cold coffee,Beverages,40,1,40,Cash,Mrs.,Night,Chillies,Mirch Masala,07/05/2012,07/09/2012,4,67160,24,She ordered a toasted English muffin that came out untoasted.,0
313,04/19/2022,Cold coffee,Beverages,40,1,40,Cash,Mr.,Midnight,Chillies,Chilly Chameli,06/29/2012,07/09/2012,10,"1,20,000",25,The food was very good.,1
314,02/27/2023,Frankie,Fastfood,50,8,400,Online,Mrs.,Morning,Chillies,Munni Mirchi,07/09/2012,07/16/2012,7,56776,27,Never going back.,0
315,02/20/2023,Cold coffee,Beverages,40,13,520,Online,Mrs.,Afternoon,Chillies,Mirch Masala,07/12/2012,07/17/2012,5,"1,20,000",26,"Great food for the price, which is very high quality and house made.",1
316,02/11/2022,Frankie,Fastfood,50,4,200,Online,Mr.,Morning,Chillies,Chilly Chameli,07/06/2012,07/18/2012,12,"1,13,235",26,The bus boy on the other hand was so rude.,0
317,10/03/2023,Aalopuri,Fastfood,20,12,240,Online,Mrs.,Afternoon,Chillies,Munni Mirchi,07/16/2012,07/24/2012,8,31494,27,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0
318,12/21/2022,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Chillies,Mirch Masala,07/19/2012,07/22/2012,3,"1,20,000",27,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
319,06/30/2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,07/13/2012,07/22/2012,9,"1,20,000",24,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1
320,03/18/2023,Sugarcane juice,Beverages,25,7,175,Cash,Mrs.,Afternoon,Chillies,Munni Mirchi,07/23/2012,07/28/2012,5,"1,38,166",24,All the bread is made in-house!,1
321,08/02/2023,Frankie,Fastfood,50,12,600,Cash,Mrs.,Evening,Chillies,Mirch Masala,07/26/2012,07/30/2012,4,52942,25,The only downside is the service.,0
322,05/05/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Morning,Chillies,Chilly Chameli,07/20/2012,07/29/2012,9,"1,20,000",23,"Also, the fries are without a doubt the worst fries I've ever had.",0
323,12/29/2022,Aalopuri,Fastfood,20,4,80,Cash,Mr.,Morning,Chillies,Munni Mirchi,07/30/2012,08/04/2012,5,82166,25,Service was exceptional and food was a good as all the reviews.,1
324,07/18/2022,Sugarcane juice,Beverages,25,15,375,Online,Mrs.,Night,Chillies,Mirch Masala,08/02/2012,08/07/2012,5,"1,20,000",23,"A couple of months later, I returned and had an amazing meal.",1
325,02/03/2023,Aalopuri,Fastfood,20,12,240,Cash,Mrs.,Afternoon,Chillies,Chilly Chameli,07/27/2012,08/05/2012,9,91585,25,Favorite place in town for shawarrrrrrma!!!!!!,1
326,03/05/2022,Sandwich,Fastfood,60,8,480,Cash,Mr.,Evening,Chillies,Munni Mirchi,08/06/2012,08/11/2012,5,"1,15,886",26,The black eyed peas and sweet potatoes... UNREAL!,1
327,11/29/2022,Frankie,Fastfood,50,15,750,Cash,Mrs.,Midnight,Chillies,Mirch Masala,08/09/2012,08/13/2012,4,36482,27,You won't be disappointed.,1
328,06/16/2022,Vadapav,Fastfood,20,3,60,Online,Mr.,Evening,Chillies,Chilly Chameli,08/03/2012,08/13/2012,10,"1,20,000",25,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1
329,10/01/2023,Panipuri,Fastfood,20,7,140,Online,Mrs.,Afternoon,Chillies,Munni Mirchi,08/13/2012,08/21/2012,8,37807,27,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0
330,09/22/2022,Panipuri,Fastfood,20,8,160,Cash,Mr.,Morning,Chillies,Mirch Masala,08/16/2012,08/19/2012,3,52587,27,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0
331,08/21/2022,Panipuri,Fastfood,20,4,80,Online,Mrs.,Evening,Chillies,Chilly Chameli,08/10/2012,08/19/2012,9,"1,20,000",24,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
332,02/17/2023,Aalopuri,Fastfood,20,2,40,Cash,Mrs.,Afternoon,Chillies,Munni Mirchi,08/20/2012,08/25/2012,5,"1,06,663",25,"Both of them were truly unbelievably good, and I am so glad we went back.",1
333,10/30/2022,Sugarcane juice,Beverages,25,11,275,Cash,Mrs.,Afternoon,Chillies,Mirch Masala,08/23/2012,08/26/2012,3,86710,25,"We had fantastic service, and were pleased by the atmosphere.",1
334,04/04/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Chillies,Chilly Chameli,08/17/2012,08/26/2012,9,45867,24,Everything was gross.,0
335,10/24/2022,Cold coffee,Beverages,40,11,440,Cash,Mr.,Night,Chillies,Munni Mirchi,08/27/2012,09/01/2012,5,41721,26,I love this place.,1
336,03/09/2022,Sugarcane juice,Beverages,25,13,325,Cash,Mrs.,Midnight,Chillies,Mirch Masala,08/30/2012,09/03/2012,4,42661,26,Great service and food.,1
337,10/15/2022,Aalopuri,Fastfood,20,14,280,Online,Mrs.,Midnight,Chillies,Chilly Chameli,08/24/2012,09/03/2012,10,"1,07,611",23,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0
338,06/05/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mr.,Morning,Chillies,Munni Mirchi,09/03/2012,09/08/2012,5,25639,26,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0
339,02/16/2023,Sugarcane juice,Beverages,25,1,25,Cash,Mrs.,Midnight,Chillies,Mirch Masala,09/06/2012,09/10/2012,4,51344,24,"OMG, the food was delicioso!",1
340,02/06/2022,Cold coffee,Beverages,40,4,160,Cash,Mrs.,Evening,Chillies,Chilly Chameli,08/31/2012,09/12/2012,12,"1,20,000",27,There is nothing authentic about this place.,0
341,03/19/2023,Frankie,Fastfood,50,9,450,Cash,Mrs.,Evening,Chillies,Munni Mirchi,09/10/2012,09/16/2012,6,39691,27,the spaghetti is nothing special whatsoever.,0
342,11/03/2023,Vadapav,Fastfood,20,7,140,Online,Mr.,Afternoon,Chillies,Mirch Masala,09/13/2012,09/18/2012,5,58975,27,"Of all the dishes, the salmon was the best, but all were great.",1
343,01/18/2023,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,09/07/2012,09/18/2012,11,"1,20,000",25,The vegetables are so fresh and the sauce feels like authentic Thai.,1
344,05/13/2022,Cold coffee,Beverages,40,14,560,Cash,Mr.,Night,Chillies,Munni Mirchi,09/17/2012,09/24/2012,7,59943,26,It's worth driving up from Tucson!,1
345,09/05/2022,Panipuri,Fastfood,20,14,280,Online,Mrs.,Night,Chillies,Mirch Masala,09/20/2012,09/24/2012,4,"1,04,738",25,The selection was probably the worst I've seen in Vegas.....there was none.,0
346,01/31/2023,Cold coffee,Beverages,40,12,480,Cash,Mr.,Morning,Chillies,Chilly Chameli,09/14/2012,09/24/2012,10,50444,23,Pretty good beer selection too.,1
347,06/24/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Afternoon,Chillies,Munni Mirchi,09/24/2012,10/02/2012,8,80801,26,"This place is like Chipotle, but BETTER.",1
348,09/19/2022,Vadapav,Fastfood,20,1,20,Online,Mrs.,Midnight,Chillies,Mirch Masala,09/27/2012,10/01/2012,4,59652,23,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
349,08/17/2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Evening,Chillies,Chilly Chameli,09/21/2012,10/02/2012,11,60025,26,5 stars for the brick oven bread app!,1
350,09/21/2022,Cold coffee,Beverages,40,8,320,Online,Mrs.,Morning,Chillies,Munni Mirchi,10/01/2012,10/07/2012,6,68139,25,"I have eaten here multiple times, and each time the food was delicious.",1
351,08/07/2022,Frankie,Fastfood,50,5,250,Online,Mrs.,Night,Chillies,Mirch Masala,10/04/2012,10/07/2012,3,"1,00,066",24,We sat another ten minutes and finally gave up and left.,0
352,05/25/2022,Frankie,Fastfood,50,11,550,Cash,Mrs.,Night,Chillies,Chilly Chameli,09/28/2012,10/10/2012,12,30425,24,He was terrible!,0
353,05/18/2022,Vadapav,Fastfood,20,4,80,Online,Mrs.,Midnight,Chillies,Munni Mirchi,10/08/2012,10/16/2012,8,25294,27,Everyone is treated equally special.,1
354,01/16/2023,Panipuri,Fastfood,20,14,280,Online,Mr.,Midnight,Chillies,Mirch Masala,10/11/2012,10/14/2012,3,73556,24,It shouldn't take 30 min for pancakes and eggs.,0
355,03/15/2023,Cold coffee,Beverages,40,4,160,Online,Mr.,Midnight,Chillies,Chilly Chameli,10/05/2012,10/17/2012,12,"1,01,591",26,It was delicious!!!,1
356,05/26/2022,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Night,Chillies,Munni Mirchi,10/15/2012,10/21/2012,6,36557,24,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1
357,09/21/2022,Sandwich,Fastfood,60,9,540,Online,Mrs.,Afternoon,Chillies,Mirch Masala,10/18/2012,10/23/2012,5,39156,26,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0
358,10/27/2022,Aalopuri,Fastfood,20,6,120,Cash,Mr.,Night,Chillies,Chilly Chameli,10/12/2012,10/21/2012,9,"1,14,802",27,As always the evening was wonderful and the food delicious!,1
359,08/27/2022,Aalopuri,Fastfood,20,13,260,Online,Mrs.,Night,Chillies,Munni Mirchi,10/22/2012,10/29/2012,7,54568,24,Best fish I've ever had in my life!,1
360,06/10/2022,Cold coffee,Beverages,40,2,80,Online,Mrs.,Midnight,Chillies,Mirch Masala,10/25/2012,10/29/2012,4,52124,27,(The bathroom is just next door and very nice.),1
361,06/30/2022,Sandwich,Fastfood,60,15,900,Cash,Mrs.,Night,Chillies,Chilly Chameli,10/19/2012,10/31/2012,12,87851,26,The buffet is small and all the food they offered was BLAND.,0
362,12/30/2022,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Morning,Chillies,Munni Mirchi,10/29/2012,11/05/2012,7,31197,25,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1
363,09/05/2022,Frankie,Fastfood,50,9,450,Online,Mr.,Afternoon,Chillies,Mirch Masala,11/01/2012,11/06/2012,5,"1,14,179",27,Pretty cool I would say.,1
364,11/10/2022,Cold coffee,Beverages,40,2,80,Online,Mr.,Night,Chillies,Chilly Chameli,10/26/2012,11/07/2012,12,"1,20,000",24,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0
365,08/07/2022,Panipuri,Fastfood,20,10,200,Online,Mr.,Night,Chillies,Munni Mirchi,11/05/2012,11/13/2012,8,54594,24,Server did a great job handling our large rowdy table.,1
366,11/30/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Afternoon,Chillies,Mirch Masala,11/08/2012,11/11/2012,3,92896,27,"I find wasting food to be despicable, but this just wasn't food.",0
367,10/08/2022,Panipuri,Fastfood,20,6,120,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,11/02/2012,11/13/2012,11,64111,27,My wife had the Lobster Bisque soup which was lukewarm.,0
368,08/31/2022,Cold coffee,Beverages,40,2,80,Cash,Mr.,Night,Chillies,Munni Mirchi,11/12/2012,11/17/2012,5,62967,23,Would come back again if I had a sushi craving while in Vegas.,1
369,03/07/2022,Sandwich,Fastfood,60,2,120,Online,Mrs.,Evening,Chillies,Mirch Masala,11/15/2012,11/19/2012,4,79080,23,"The staff are great, the ambiance is great.",1
370,05/28/2022,Panipuri,Fastfood,20,5,100,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,11/09/2012,11/19/2012,10,48180,27,He deserves 5 stars.,1
371,10/18/2022,Vadapav,Fastfood,20,5,100,Online,Mrs.,Night,Chillies,Munni Mirchi,11/19/2012,11/25/2012,6,71421,25,I left with a stomach ache and felt sick the rest of the day.,0
372,11/19/2022,Frankie,Fastfood,50,12,600,Cash,Mr.,Morning,Chillies,Mirch Masala,11/22/2012,11/26/2012,4,90297,24,They dropped more than the ball.,0
373,08/05/2022,Sugarcane juice,Beverages,25,12,300,Cash,Mrs.,Midnight,Chillies,Chilly Chameli,11/16/2012,11/28/2012,12,30737,25,"The dining space is tiny, but elegantly decorated and comfortable.",1
374,07/24/2022,Frankie,Fastfood,50,10,500,Online,Mr.,Midnight,Chillies,Munni Mirchi,11/26/2012,12/02/2012,6,52272,23,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1
375,11/17/2022,Panipuri,Fastfood,20,13,260,Cash,Mr.,Evening,Chillies,Mirch Masala,11/29/2012,12/02/2012,3,72775,25,And the beans and rice were mediocre at best.,0
376,04/12/2022,Frankie,Fastfood,50,15,750,Cash,Mr.,Midnight,Chillies,Chilly Chameli,11/23/2012,12/05/2012,12,76509,23,Best tacos in town by far!!,1
377,05/20/2022,Sugarcane juice,Beverages,25,3,75,Online,Mrs.,Evening,Chillies,Munni Mirchi,12/03/2012,12/08/2012,5,29352,27,I took back my money and got outta there.,0
378,04/24/2022,Vadapav,Fastfood,20,2,40,Cash,Mrs.,Midnight,Chillies,Mirch Masala,12/06/2012,12/11/2012,5,22679,24,"In an interesting part of town, this place is amazing.",1
379,02/15/2023,Cold coffee,Beverages,40,14,560,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,11/30/2012,12/10/2012,10,35596,26,RUDE & INCONSIDERATE MANAGEMENT.,0
380,10/20/2022,Sandwich,Fastfood,60,5,300,Online,Mrs.,Afternoon,Chillies,Munni Mirchi,12/10/2012,12/17/2012,7,26585,25,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0
381,02/26/2023,Vadapav,Fastfood,20,1,20,Online,Mr.,Morning,Chillies,Mirch Masala,12/13/2012,12/16/2012,3,"1,03,206",23,I won't be back.,0
382,08/16/2022,Cold coffee,Beverages,40,9,360,Cash,Mrs.,Night,Chillies,Chilly Chameli,12/07/2012,12/19/2012,12,98809,26,They have great dinners.,1
383,06/05/2022,Aalopuri,Fastfood,20,7,140,Online,Mrs.,Morning,Chillies,Munni Mirchi,12/17/2012,12/25/2012,8,36585,23,The service was outshining & I definitely recommend the Halibut.,1
384,10/22/2022,Sugarcane juice,Beverages,25,1,25,Online,Mr.,Afternoon,Chillies,Mirch Masala,12/20/2012,12/24/2012,4,89497,27,The food was terrible.,0
385,04/25/2022,Vadapav,Fastfood,20,5,100,Cash,Mr.,Morning,Chillies,Chilly Chameli,12/14/2012,12/25/2012,11,70276,23,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0
386,11/23/2022,Frankie,Fastfood,50,5,250,Online,Mr.,Midnight,Chillies,Munni Mirchi,12/24/2012,12/31/2012,7,71514,27,I don't recommend unless your car breaks down in front of it and you are starving.,0
387,03/17/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mrs.,Midnight,Chillies,Mirch Masala,12/27/2012,12/31/2012,4,83243,23,I will come back here every time I'm in Vegas.,1
388,09/10/2022,Sandwich,Fastfood,60,14,840,Cash,Mr.,Evening,Chillies,Chilly Chameli,12/21/2012,12/31/2012,10,35666,25,This place deserves one star and 90% has to do with the food.,0
389,12/22/2022,Sandwich,Fastfood,60,12,720,Cash,Mrs.,Evening,Chillies,Munni Mirchi,12/31/2012,01/08/2013,8,32227,26,This is a disgrace.,0
390,06/18/2022,Sugarcane juice,Beverages,25,5,125,Cash,Mr.,Midnight,Chillies,Mirch Masala,01/03/2013,01/08/2013,5,58234,25,Def coming back to bowl next time,1
391,04/21/2022,Aalopuri,Fastfood,20,1,20,Online,Mrs.,Night,Chillies,Chilly Chameli,12/28/2012,01/06/2013,9,"1,20,000",25,"If you want healthy authentic or ethic food, try this place.",1
392,09/18/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Night,Chillies,Munni Mirchi,01/07/2013,01/13/2013,6,99587,24,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1
393,02/07/2022,Sugarcane juice,Beverages,25,10,250,Online,Mrs.,Evening,Chillies,Mirch Masala,01/10/2013,01/14/2013,4,"1,15,276",25,"I have been here several times in the past, and the experience has always been great.",1
394,03/04/2022,Sandwich,Fastfood,60,1,60,Cash,Mrs.,Morning,Chillies,Chilly Chameli,01/04/2013,01/14/2013,10,24085,25,We walked away stuffed and happy about our first Vegas buffet experience.,1
395,01/31/2023,Sandwich,Fastfood,60,3,180,Cash,Mrs.,Evening,Chillies,Munni Mirchi,01/14/2013,01/21/2013,7,"1,03,134",24,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1
396,10/31/2022,Frankie,Fastfood,50,15,750,Online,Mr.,Morning,Chillies,Mirch Masala,01/17/2013,01/20/2013,3,"1,20,000",27,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
397,06/07/2022,Aalopuri,Fastfood,20,2,40,Online,Mrs.,Afternoon,Chillies,Chilly Chameli,01/11/2013,01/20/2013,9,39044,23,I'm probably one of the few people to ever go to Ians and not like it.,0
398,01/13/2023,Panipuri,Fastfood,20,6,120,Online,Mr.,Evening,Chillies,Munni Mirchi,01/21/2013,01/29/2013,8,70108,24,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1
399,06/24/2022,Panipuri,Fastfood,20,9,180,Cash,Mrs.,Evening,Chillies,Mirch Masala,01/24/2013,01/28/2013,4,50848,27,Service is perfect and the family atmosphere is nice to see.,1
400,04/03/2023,Cold coffee,Beverages,40,15,600,Cash,Mrs.,Morning,Chillies,Chilly Chameli,01/18/2013,01/27/2013,9,68030,23,Cooked to perfection and the service was impeccable.,1
401,11/10/2022,Sugarcane juice,Beverages,25,8,200,Online,Mrs.,Midnight,Chillies,Munni Mirchi,01/28/2013,02/05/2013,8,"1,07,459",26,This one is simply a disappointment.,0
402,03/19/2023,Frankie,Fastfood,50,7,350,Cash,Mr.,Night,Chillies,Mirch Masala,01/31/2013,02/04/2013,4,55893,24,"Overall, I was very disappointed with the quality of food at Bouchon.",0
403,09/25/2022,Cold coffee,Beverages,40,3,120,Online,Mrs.,Midnight,Chillies,Chilly Chameli,01/25/2013,02/04/2013,10,65683,26,I don't have to be an accountant to know I'm getting screwed!,0
404,11/26/2022,Frankie,Fastfood,50,7,350,Cash,Mrs.,Midnight,Chillies,Munni Mirchi,02/04/2013,02/11/2013,7,83201,24,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1
405,12/13/2022,Sugarcane juice,Beverages,25,10,250,Cash,Mr.,Night,Chillies,Mirch Masala,02/07/2013,02/12/2013,5,75041,23,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1
406,10/13/2022,Cold coffee,Beverages,40,4,160,Online,Mrs.,Afternoon,Chillies,Chilly Chameli,02/01/2013,02/12/2013,11,47213,25,Left very frustrated.,0
407,02/01/2023,Sugarcane juice,Beverages,25,2,50,Cash,Mr.,Evening,Chillies,Munni Mirchi,02/11/2013,02/19/2013,8,68347,23,I'll definitely be in soon again.,1
408,05/10/2022,Vadapav,Fastfood,20,4,80,Online,Mr.,Midnight,Chillies,Mirch Masala,02/14/2013,02/18/2013,4,34046,23,Food was really good and I got full petty fast.,1
409,09/15/2022,Aalopuri,Fastfood,20,9,180,Cash,Mrs.,Morning,Chillies,Chilly Chameli,02/08/2013,02/19/2013,11,92175,23,Service was fantastic.,1
410,11/23/2022,Aalopuri,Fastfood,20,15,300,Online,Mr.,Afternoon,Chillies,Munni Mirchi,02/18/2013,02/24/2013,6,36713,24,TOTAL WASTE OF TIME.,0
411,11/20/2022,Panipuri,Fastfood,20,12,240,Cash,Mr.,Afternoon,Chillies,Mirch Masala,02/21/2013,02/25/2013,4,35422,23,I don't know what kind it is but they have the best iced tea.,1
412,09/03/2023,Sugarcane juice,Beverages,25,14,350,Cash,Mr.,Afternoon,Chillies,Chilly Chameli,02/15/2013,02/26/2013,11,"1,20,000",26,"Come hungry, leave happy and stuffed!",1
413,03/04/2022,Aalopuri,Fastfood,20,10,200,Online,Mrs.,Midnight,Chillies,Munni Mirchi,02/25/2013,03/03/2013,6,34691,24,"For service, I give them no stars.",0
